,fips,TOT_POP,0-9,0-9 y/o % of total pop,19-Oct,10-19 y/o % of total pop,20-29,20-29 y/o % of total pop,30-39,30-39 y/o % of total pop,40-49,40-49 y/o % of total pop,50-59,50-59 y/o % of total pop,60-69,60-69 y/o % of total pop,70-79,70-79 y/o % of total pop,80+,80+ y/o % of total pop,White-alone pop,% White-alone,Black-alone pop,% Black-alone,Native American/American Indian-alone pop,% NA/AI-alone,Asian-alone pop,% Asian-alone,Hawaiian/Pacific Islander-alone pop,% Hawaiian/PI-alone,Two or more races pop,% Two or more races,POP_ESTIMATE_2018,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,R_NET_MIG_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults completing some college or associate's degree 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,POVALL_2018,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,CI90LBINC_2018,CI90UBINC_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Physicians per 100000 Population 2018 (AAMC),Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Active General Surgeons per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Total Population,Population Aged 60+,Percent of Population Aged 60+,STATE_FIPS,CNTY_FIPS,county_pop2018_18 and older,anycondition_prevalence,anycondition_Lower 95% CI,anycondition_Upper 95% CI,anycondition_number,Obesity_prevalence,Obesity_Lower 95% CI,Obesity_Upper 95% CI,Obesity_number,Heart disease_prevalence,Heart disease_Lower 95% CI,Heart disease_Upper 95% CI,COPD_prevalence,COPD_Lower 95% CI,COPD_Upper 95% CI,COPD_number,diabetes_prevalence,diabetes_Lower 95% CI,diabetes_Upper 95% CI,diabetes_number,CKD_prevalence,CKD_Lower 95% CI,CKD_Upper 95% CI,CKD_number,Urban_rural_code,COUNTY_NAME_n,STATE_NAME_n,Heart disease_number
2949,51830,14896,971,6.518528464,2839,19.05880773,4137,27.77255639,1418,9.519334049,995,6.679645542,1342,9.009129968,1485,9.969119227,1080,7.250268528,629,4.222610097,10903,73.19414608,2404,16.13856069,77,0.516917293,949,6.370837809,20,0.134264232,543,3.645273899,14896,7,4279,5.8,6.6,-0.8,5.4,-4.3,1.1,317,1404,1435,4127,4.4,19.3,19.7,56.7,2437,23.0,28.2,26.6,52845,48078,57612,6729,6458,271,4.0,52845,72.8,263.2,231.8,90.3,81.7,7.3,6.3,7.831269647,3.676044841,0.167887871,7.429038289,6.521394487,20.55227353,0,14817,2733,18.4,51,830,13184,35.1,32.9,37.3,4623,27.4,25.8,29.2,3612,5.7,5.2,6.2,5.7,4.9,6.5,751,8.9,8.2,9.5,1169,2.5,2.4,2.7,336,2,1434,46,748
10,1021,44153,5652,12.80094218,5818,13.17690757,5566,12.60616493,5233,11.85196929,5655,12.80773673,5932,13.43510067,5359,12.13734061,3334,7.551015786,1604,3.632822232,38459,87.10393405,4579,10.37075623,250,0.566212941,215,0.48694313,77,0.174393586,573,1.297760062,44153,36,393,11.9,11.5,0.5,0.6,-0.1,0.4,5302,13125,7147,4219,17.8,44.1,24.0,14.2,7542,17.3,23.3,22.7,47547,42940,52154,19476,18773,703,3.6,47547,95.3,217.1,196.7,77.2,71.2,7.6,6.9,22.91716803,4.832749269,0.912350796,20.64080762,16.87397315,57.28840348,6,43805,9429,21.5,1,21,33662,56.2,54.2,58.1,18925,40.4,38.9,41.9,13599,9.4,8.7,10.4,10.9,9.6,12.5,3672,15.2,14.2,16.2,5115,3.5,3.3,3.8,1185,2,10,0,3181
64,1129,16378,1801,10.99645866,2192,13.38380755,1959,11.96116742,1751,10.69117108,2011,12.2786665,2358,14.39736232,2180,13.31053853,1418,8.657955794,708,4.322872146,10838,66.17413604,3850,23.50714373,1287,7.858102332,148,0.90365124,18,0.109903529,237,1.447063133,16378,-154,147,9.7,11.3,-1.6,0.7,-8.6,-7.8,2243,4954,2996,1276,19.6,43.2,26.1,11.1,2846,17.6,25.8,24.5,44424,39552,49296,6667,6278,389,5.8,44424,89.1,217.1,196.7,77.2,71.2,7.6,6.9,8.500835231,1.792647556,0.338425053,7.656447971,6.259188101,21.25041271,0,16746,4103,24.5,1,129,12774,54.3,52.5,55.9,6941,34.9,33.6,36.0,4458,10.4,9.7,11.2,11.8,10.6,13.0,1506,17.3,16.4,18.2,2214,4.1,3.8,4.3,518,6,64,0,1331
776,18163,180974,21782,12.03598307,22361,12.35591853,26046,14.39212263,23765,13.13172058,20311,11.22315913,23515,12.99357919,22731,12.56036779,12285,6.788267928,8178,4.518881165,155267,85.7951971,17605,9.727916717,544,0.300595666,2392,1.321736824,350,0.193397947,4816,2.661155746,180974,74,7077,11.9,10.4,1.5,0.3,-1.3,-1.0,12694,40163,38332,32555,10.3,32.5,31.0,26.3,26349,15.1,20.1,19.4,50500,48389,52611,95249,92211,3038,3.2,50500,90.6,230.8,212.0,80.3,74.4,6.5,6.1,93.38233931,22.85203496,3.569785343,71.1523124,89.86664162,235.4435697,154,181831,40560,22.3,18,163,141927,44.8,42.7,46.9,63600,34.4,32.8,36.0,48823,7.7,6.9,8.4,9.6,8.2,11.1,13588,12.7,11.7,13.7,17973,3.2,3.0,3.4,4493,3,573,14,10873
77,2122,58533,7285,12.44597065,7162,12.23583278,6931,11.84118361,7285,12.44597065,6720,11.48070319,8186,13.98527326,8913,15.22730767,4466,7.629883997,1585,2.707874191,48743,83.27439222,484,0.82688398,4659,7.959612526,1042,1.78019237,186,0.317769463,3419,5.841149437,58533,11,1654,12.0,8.9,3.1,1.4,-4.3,-2.9,2902,12989,15008,9378,7.2,32.2,37.3,23.3,7103,12.4,14.5,13.5,65439,62030,68848,26497,24453,2044,7.7,65439,87.4,276.9,256.7,112.8,105.6,9.6,8.5,38.09925716,27.46321453,1.666842501,17.30341263,46.98908383,67.14994074,6,57961,13154,22.7,2,122,45306,39.8,37.8,41.8,18050,32.6,31.1,34.0,14770,7.4,6.7,8.2,7.8,6.7,9.0,3555,10.7,9.8,11.6,4846,3.1,2.8,3.3,1384,6,77,1,3351
491,13217,109541,14552,13.2845236,17250,15.74752832,14369,13.11746287,13477,12.3031559,15237,13.90986023,14672,13.39407163,10700,9.768032061,6487,5.92198355,2797,2.553381839,54252,49.52666125,51098,46.64737404,505,0.461014597,1295,1.182205749,118,0.107722223,2273,2.075022138,109541,1606,1633,12.5,8.5,4.0,0.9,9.9,10.8,9646,22876,22158,13311,14.2,33.6,32.6,19.6,15946,14.8,22.4,21.3,56598,52162,61034,51780,49474,2306,4.5,56598,96.5,228.7,202.9,79.1,71.9,7.0,6.1,50.13937625,34.64459082,1.509908527,51.8367217,35.51929645,133.1635189,10,105042,18455,17.6,13,217,81128,48.3,46.5,49.9,39144,37.6,36.3,38.9,30504,6.8,6.3,7.3,8.0,7.1,8.9,6492,14.1,13.2,14.9,11412,3.3,3.1,3.5,2665,2,145,10,5517
2726,48411,6054,631,10.42286092,707,11.67822927,941,15.54344235,701,11.57912124,557,9.200528576,692,11.4304592,777,12.83448959,661,10.91840106,387,6.39246779,5582,92.20350182,240,3.96432111,85,1.404030393,33,0.545094153,0,0.0,114,1.883052527,6054,22,698,9.3,11.1,-1.8,1.7,3.8,5.5,1092,1433,1104,610,25.8,33.8,26.0,14.4,896,16.8,28.0,26.9,43827,39100,48554,2521,2445,76,3.0,43827,72.3,224.8,199.9,72.9,66.5,6.2,5.4,2.088179349,1.23244767,0.110314929,2.290669467,2.027432313,7.150010461,0,5851,1673,28.6,48,411,4836,51.7,49.5,53.8,2501,37.9,36.3,39.5,1833,10.5,9.5,11.5,10.0,8.5,11.6,485,15.1,14.1,16.2,732,4.0,3.7,4.3,192,6,1624,43,506
2113,39145,75502,8758,11.59969272,9512,12.59834177,9723,12.87780456,9039,11.97186829,9434,12.49503324,9934,13.15726736,9682,12.82350136,5868,7.77197955,3552,4.704511139,71325,94.46769622,1978,2.619798151,407,0.539058568,306,0.405287277,13,0.017218087,1473,1.950941697,75502,-396,3235,11.2,12.5,-1.2,0.4,-4.4,-4.0,8026,22172,14712,7909,15.2,42.0,27.9,15.0,16288,22.6,28.8,27.8,41267,37128,45406,28964,27007,1957,6.8,41267,73.5,292.7,248.6,93.7,83.7,8.3,7.1,39.0058463,14.44230375,1.253044243,51.06478239,34.91730503,147.1487317,16,76871,17977,23.4,39,145,59168,55.2,53.2,57.0,32638,40.1,38.5,41.5,23726,10.0,9.1,11.0,12.6,10.9,14.4,7463,14.7,13.5,15.7,8669,3.6,3.3,3.9,2130,5,1310,35,5930
3117,56001,38601,3604,9.336545685,4931,12.77428046,12285,31.82560037,4552,11.79244061,3405,8.821015,3320,8.60081345,3710,9.61114997,1878,4.865158934,916,2.372995518,34956,90.55723945,766,1.984404549,466,1.207222611,1394,3.611305407,42,0.108805471,977,2.531022512,38601,171,2195,9.9,5.0,4.9,6.4,-6.8,-0.4,848,3383,6333,10531,4.0,16.0,30.0,49.9,7451,20.4,13.5,11.7,47561,42893,52229,20307,19639,668,3.3,47561,76.4,207.9,199.6,79.8,76.2,10.6,10.4,19.10884364,10.75707632,1.93761002,8.819466297,25.12211612,36.34689141,4,37944,5887,15.5,56,1,32314,30.8,28.8,32.7,9956,24.9,23.4,26.4,8046,4.8,4.4,5.3,5.4,4.5,6.2,1732,7.4,6.8,8.0,2391,2.3,2.1,2.4,732,5,1157,50,1558
2344,45061,17142,1769,10.31968265,2091,12.19810991,2515,14.67156691,2109,12.30311516,1931,11.2647299,2353,13.72651966,2350,13.70901878,1372,8.00373352,652,3.80352351,5792,33.78835608,11003,64.18737604,75,0.437521876,72,0.420021001,4,0.0233345,196,1.143390503,17142,-125,1603,10.5,16.5,-6.0,0.0,-1.1,-1.1,2591,5124,2952,1502,21.3,42.1,24.3,12.3,4376,28.1,42.8,43.9,33199,29978,36420,6586,6284,302,4.6,33199,63.3,229.5,205.0,80.1,72.3,7.0,6.2,7.151312703,3.536882143,0.232645251,7.205259428,7.893080169,21.75401677,0,17897,4150,23.2,45,61,13689,52.2,50.3,54.0,7144,42.4,40.9,43.8,5804,9.3,8.6,9.9,10.3,9.3,11.4,1408,18.6,17.6,19.6,2548,4.5,4.2,4.8,614,6,40,40,1270
591,16085,11041,1062,9.618693959,1093,9.899465628,920,8.332578571,1288,11.66561,1319,11.94638167,1467,13.28683996,2257,20.44198895,1219,11.04066661,416,3.767774658,10565,95.6887963,48,0.43474323,133,1.204601033,71,0.643057694,12,0.108685807,212,1.920115932,11041,348,66,9.2,7.0,2.2,-0.6,30.1,29.5,438,2417,2807,2435,5.4,29.9,34.7,30.1,921,8.4,13.9,13.1,60285,53848,66722,5313,5113,200,3.8,60285,108.6,192.6,181.6,73.9,68.9,5.8,5.5,4.330277823,3.889697231,0.283230381,2.448369293,5.803075804,8.780141808,0,10104,3660,36.2,16,85,9041,38.8,36.4,41.2,3510,28.0,26.0,30.0,2531,7.7,6.8,8.5,6.9,5.8,8.2,627,11.3,10.2,12.4,1022,3.1,2.9,3.4,284,6,483,12,693
1285,26113,15113,1911,12.64474294,1859,12.3006683,1691,11.18904255,1649,10.91113611,1573,10.40825779,2151,14.23277973,2171,14.36511613,1390,9.197379739,718,4.750876729,14516,96.04975849,92,0.608747436,135,0.893270694,111,0.734467015,2,0.01323364,257,1.700522729,15113,82,194,12.0,10.7,1.3,0.7,3.5,4.2,1164,4362,3493,1376,11.2,42.0,33.6,13.2,1920,12.9,21.1,20.3,48413,45335,51491,7067,6712,355,5.0,48413,85.5,287.0,249.7,97.8,87.6,7.9,6.7,6.682675873,5.71958435,0.217716137,11.21086914,9.106279815,30.69646341,0,14982,4031,26.9,26,113,11639,48.9,46.5,51.0,5687,36.1,34.2,38.0,4202,10.0,9.0,10.9,11.4,9.8,13.0,1323,13.4,12.3,14.4,1555,3.6,3.3,3.9,420,5,873,22,1162
2621,48201,4698619,702806,14.95771417,669768,14.2545714,698435,14.86468684,728164,15.49740466,623867,13.27766733,545313,11.60581439,416602,8.866477576,210888,4.488297519,102776,2.187366118,3268948,69.57252759,933703,19.87186022,49922,1.062482402,348874,7.42503276,5865,0.124823911,91307,1.943273119,4698619,34460,48643,15.0,6.0,9.0,7.7,-9.3,-1.6,557077,678269,782296,905727,19.1,23.2,26.8,31.0,767367,16.5,24.8,23.9,60241,59424,61058,2304397,2203924,100473,4.4,60241,99.4,224.8,199.9,72.9,66.5,6.2,5.4,1620.673796,956.5249487,85.61741369,1777.830043,1573.526922,5549.252561,918,4525519,651673,14.4,48,201,3446935,45.6,44.2,47.0,1572384,36.3,35.2,37.3,1251237,6.2,5.8,6.7,6.0,5.3,6.7,205605,13.4,12.7,14.1,460821,3.0,2.8,3.1,102160,1,391,43,214400
724,18059,76351,9224,12.08104674,10330,13.52961978,8508,11.14327252,9937,13.01489175,10024,13.12883918,11098,14.53550052,8958,11.73265576,5620,7.360741837,2652,3.473431913,71943,94.2266637,2246,2.941677254,235,0.307789027,670,0.877526162,33,0.043221438,1224,1.603122421,76351,1411,649,10.4,8.2,2.2,0.0,16.5,16.5,3130,16545,15451,15304,6.2,32.8,30.6,30.3,4236,5.6,6.6,5.9,73831,68846,78816,39772,38566,1206,3.0,73831,132.5,230.8,212.0,80.3,74.4,6.5,6.1,39.39701277,9.641029768,1.506054354,30.01840156,37.91377742,99.33113036,24,72776,15514,21.3,18,59,58490,44.6,42.2,46.9,26077,34.0,32.1,35.8,19887,6.6,6.0,7.3,8.0,6.7,9.3,4696,11.1,10.1,12.1,6485,2.7,2.5,2.9,1587,2,389,14,3870
2619,48197,3922,428,10.91279959,501,12.77409485,399,10.17338093,454,11.57572667,480,12.23865375,487,12.41713412,560,14.27842937,388,9.89291178,225,5.736868944,3518,89.6991331,233,5.940846507,49,1.24936257,25,0.637429883,0,0.0,97,2.473227945,3922,-42,21,8.1,9.6,-1.5,1.3,-10.1,-8.9,571,952,803,396,21.0,35.0,29.5,14.5,680,17.4,27.1,25.4,42469,38388,46550,1678,1617,61,3.6,42469,70.0,224.8,199.9,72.9,66.5,6.2,5.4,1.352798052,0.798424143,0.071465998,1.483978469,1.313443927,4.632035188,0,3990,1077,27.0,48,197,3085,50.3,48.3,52.2,1552,37.6,36.0,39.2,1160,10.3,9.4,11.3,10.0,8.7,11.4,309,15.4,14.4,16.4,474,3.9,3.7,4.2,122,6,1484,43,319
1212,24045,103195,12431,12.04612627,15583,15.10053782,16845,16.32346528,11534,11.17689811,11149,10.80381801,12757,12.36203304,11783,11.41818887,7312,7.085614613,3801,3.68331799,68603,66.47899608,27969,27.10305732,396,0.383739522,3196,3.097049276,143,0.138572605,2888,2.798585203,103195,832,4881,12.1,10.2,1.9,2.8,3.4,6.2,7633,20867,18468,17188,11.9,32.5,28.8,26.8,14327,14.6,20.1,20.8,54313,50242,58384,51041,48365,2676,5.2,54313,65.4,386.0,306.1,116.2,97.6,9.6,7.5,57.09034991,39.29551156,0.853878999,97.13727498,29.28804968,234.5093284,24,102014,21277,20.9,24,45,80479,46.2,44.7,47.9,37217,36.9,35.7,38.0,29697,7.0,6.4,7.6,7.8,6.8,8.8,6242,12.9,12.1,13.7,10369,3.0,2.9,3.2,2448,3,818,20,5626
3031,54083,28823,2942,10.20712625,3140,10.89407765,3586,12.44145301,3340,11.58796794,3421,11.86899351,4051,14.05474794,4001,13.88127537,2883,10.00242862,1459,5.061929709,27759,96.30850363,521,1.807584221,81,0.28102557,142,0.49266211,1,0.003469451,319,1.106755022,28823,-71,2316,10.0,12.4,-2.4,0.3,-0.2,0.1,3398,10165,4009,3431,16.2,48.4,19.1,16.3,5128,19.4,25.9,23.3,40064,35827,44301,11987,11324,663,5.5,40064,91.0,263.4,231.6,100.1,89.4,10.5,9.2,15.03532222,10.66199071,0.89381958,15.5779984,19.80768034,44.7388622,0,29152,7914,27.1,54,83,23398,56.1,53.7,58.3,13121,37.1,35.4,39.0,8681,11.3,10.2,12.4,14.1,12.2,16.1,3298,15.7,14.5,17.0,3683,3.7,3.4,4.0,864,5,55,48,2633
2299,42115,40589,3872,9.539530415,4425,10.90196851,4093,10.08401291,4094,10.08647663,4466,11.0029811,6517,16.05607431,6495,16.00187243,4322,10.64820518,2305,5.678878514,39661,97.71366626,249,0.613466703,84,0.206952623,148,0.364630811,28,0.068984208,419,1.032299391,40589,-386,282,8.3,11.4,-3.1,0.0,-6.4,-6.4,3301,13897,7885,5447,10.8,45.5,25.8,17.8,5128,12.8,19.7,17.8,52573,49329,55817,20483,19659,824,4.0,52573,86.3,320.5,273.3,100.8,88.2,8.7,7.2,22.19438083,17.96657789,0.630684248,32.88432037,22.83140362,84.8317852,4,41716,11975,28.7,42,115,33091,47.1,44.3,49.5,15596,35.9,33.8,38.0,11880,9.3,8.3,10.3,9.8,8.2,11.3,3228,13.2,11.9,14.3,4352,3.5,3.2,3.8,1165,6,1403,38,3066
2683,48325,50921,6166,12.10895308,7074,13.89210738,6679,13.11639599,6029,11.83990888,6292,12.3563952,6949,13.64662909,6025,11.83205357,3749,7.362384871,1958,3.845171933,47572,93.42314566,1533,3.010545747,541,1.062430039,444,0.871938886,85,0.166925237,746,1.465014434,50921,711,2382,12.0,8.7,3.3,0.4,10.4,10.8,5601,10189,10645,6527,17.0,30.9,32.3,19.8,5988,12.3,17.9,17.6,59304,54647,63961,21595,20849,746,3.5,59304,97.8,224.8,199.9,72.9,66.5,6.2,5.4,17.56395451,10.36628144,0.927873557,19.26712586,17.05300311,60.1396899,0,48548,10696,22.0,48,325,39169,49.5,47.8,51.4,19399,38.2,36.8,39.7,14963,7.7,7.1,8.4,6.8,6.0,7.7,2672,13.8,13.0,14.7,5424,3.3,3.1,3.5,1280,2,1301,43,3014
1637,30083,10913,1532,14.03830294,1456,13.34188582,1357,12.4347109,1431,13.11280125,1273,11.66498671,1457,13.35104921,1323,12.12315587,711,6.515165399,373,3.417941904,10234,93.77806286,62,0.568129754,262,2.400806378,55,0.503986072,7,0.064143682,293,2.684871254,10913,-128,34,12.6,7.7,4.9,0.2,-16.9,-16.7,586,2906,2687,1452,7.7,38.1,35.2,19.0,950,8.7,10.3,9.4,67242,60491,73993,5889,5709,180,3.1,67242,121.7,247.1,236.2,91.5,88.0,9.8,9.4,5.177563882,4.016721186,0.575284876,3.533892809,6.030218252,11.83443173,0,11405,2372,20.8,30,83,8156,42.2,39.9,44.3,3441,35.0,33.3,36.6,2855,6.3,5.7,6.9,6.2,5.3,7.2,507,9.4,8.6,10.2,766,2.6,2.5,2.8,215,6,524,26,514
2969,53037,47364,4478,9.45443797,6190,13.06899755,10969,23.15893928,5081,10.72755679,4663,9.845029981,5425,11.4538468,5587,11.79587873,3369,7.112997213,1602,3.382315683,43361,91.54843341,565,1.192889114,622,1.31323368,1066,2.250654506,104,0.219576049,1646,3.475213242,47364,1207,2617,9.1,6.7,2.4,1.9,21.4,23.2,2142,6330,9105,9371,7.9,23.5,33.8,34.8,7049,15.8,12.8,11.8,55624,50715,60533,22541,21351,1190,5.3,55624,75.1,278.8,246.3,100.6,91.7,6.9,6.1,19.08867772,11.99249163,0.578254313,23.5575779,27.76249242,69.87449133,6,43726,9312,21.3,53,37,39268,32.8,31.0,34.8,12897,27.2,25.7,28.6,10681,6.1,5.5,6.7,5.9,5.0,6.9,2316,8.7,7.9,9.4,3402,2.7,2.5,2.9,1054,5,1765,47,2387
3049,55009,263378,34300,13.02310747,35364,13.42708958,35099,13.32647374,35463,13.46467814,31539,11.97480427,36248,13.76272885,29816,11.32061144,16246,6.168320816,9303,3.53218568,231558,87.91850496,7939,3.01429884,8702,3.303996537,8934,3.392082862,219,0.083150453,6026,2.287966345,263378,1515,6524,12.5,7.2,5.3,1.7,-1.2,0.5,13920,52309,55532,51205,8.0,30.2,32.1,29.6,21944,8.6,10.7,10.1,62097,59961,64233,143673,139748,3925,2.7,62097,102.2,264.9,238.3,94.6,86.4,7.9,7.1,137.7695243,83.3593965,6.025434638,138.2678685,148.415969,416.6610704,60,258004,49706,19.3,55,9,200674,38.9,36.9,40.9,77979,33.1,31.5,34.7,66423,6.1,5.5,6.7,6.0,5.1,7.0,12113,9.1,8.3,9.8,18187,2.7,2.5,2.9,5484,3,486,49,12232
982,20193,7711,1071,13.88924912,1088,14.1097134,1131,14.66735832,874,11.33445727,791,10.25807288,890,11.54195305,929,12.04772403,521,6.756581507,416,5.394890416,7362,95.47399818,80,1.037478926,83,1.076384386,65,0.842951628,8,0.103747893,113,1.465438983,7711,-119,353,15.3,7.5,7.9,0.5,-23.6,-23.0,243,1276,2209,1275,4.9,25.5,44.2,25.5,727,9.9,12.0,11.3,55345,49530,61160,4230,4120,110,2.6,55345,95.2,227.6,206.5,88.0,80.5,6.8,6.3,4.348768764,2.203517425,0.368135724,3.191392424,4.738092155,10.09857204,1,7847,1833,23.4,20,193,5909,44.5,42.1,46.7,2627,36.0,34.2,37.7,2127,7.1,6.4,7.8,7.2,6.1,8.3,425,11.0,10.1,11.9,650,2.9,2.7,3.1,172,6,428,16,419
706,18023,32250,4498,13.94728682,4696,14.56124031,3826,11.86356589,3840,11.90697674,3819,11.84186047,4165,12.91472868,3713,11.51317829,2154,6.679069767,1539,4.772093023,31386,97.32093023,240,0.744186047,168,0.520930233,138,0.427906977,12,0.037209302,306,0.948837209,32250,43,831,13.7,10.0,3.7,0.1,-2.5,-2.4,2920,9343,5415,3530,13.8,44.1,25.5,16.6,3732,11.9,16.3,14.3,51730,46980,56480,17200,16715,485,2.8,51730,92.8,230.8,212.0,80.3,74.4,6.5,6.1,16.6409564,4.072287331,0.636144293,12.67951239,16.01445065,41.9566077,0,32455,7149,22.0,18,23,23796,47.3,45.2,49.3,11266,36.9,35.1,38.6,8781,8.1,7.3,9.0,9.9,8.6,11.5,2363,13.3,12.3,14.3,3171,3.2,3.0,3.5,759,5,491,14,1925
1687,31071,1987,174,8.75691998,233,11.72622043,196,9.864116759,169,8.505284348,189,9.511826875,269,13.53799698,330,16.60795169,225,11.32360342,202,10.16607952,1968,99.0437846,4,0.201308505,5,0.251635632,2,0.100654253,1,0.050327126,7,0.352289884,1987,-12,54,9.0,13.0,-4.0,0.0,-2.0,-2.0,56,439,623,319,3.9,30.5,43.4,22.2,253,13.1,18.2,17.4,46245,41698,50792,1173,1145,28,2.4,46245,77.4,239.2,214.5,88.2,80.3,6.8,6.2,1.076270897,0.846597777,0.09578296,0.920752327,1.297704622,2.827142211,0,1958,734,37.5,31,71,1622,44.3,41.6,46.8,719,33.1,31.2,35.0,537,9.1,8.2,10.1,7.7,6.5,8.9,124,11.9,10.8,13.0,193,3.6,3.3,3.9,58,6,245,27,147
2754,48467,56019,6698,11.95665756,7556,13.48828076,5975,10.66602403,6057,10.81240293,6753,12.05483854,7750,13.83459183,7406,13.22051447,5134,9.164747675,2690,4.801942198,52518,93.75033471,1605,2.865099341,530,0.946107571,279,0.498045306,90,0.160659776,997,1.779753298,56019,817,571,11.6,12.1,-0.5,1.1,14.2,15.2,6181,12502,12472,6413,16.5,33.3,33.2,17.1,8598,15.6,20.8,19.3,51152,46761,55543,25908,25004,904,3.5,51152,84.4,224.8,199.9,72.9,66.5,6.2,5.4,19.32238502,11.40411068,1.020768421,21.19607084,18.76027928,66.16062703,0,53607,14526,27.1,48,467,43097,50.0,47.7,52.1,21537,37.7,35.9,39.5,16248,9.5,8.6,10.5,9.6,8.2,11.1,4127,13.6,12.5,14.6,5855,3.6,3.3,3.9,1533,6,1645,43,4100
273,8061,1383,187,13.52133044,147,10.62906725,157,11.35213304,132,9.544468547,134,9.689081706,197,14.24439624,205,14.82284888,120,8.676789588,104,7.519884309,1334,96.45697758,9,0.650759219,12,0.867678959,3,0.21691974,5,0.3615329,20,1.446131598,1383,16,14,13.1,13.1,0.0,0.0,11.6,11.6,39,361,347,204,4.1,38.0,36.5,21.5,188,13.8,19.2,19.8,44704,39928,49480,963,946,17,1.8,44704,62.1,285.7,262.5,95.4,88.9,7.8,7.1,0.702965501,0.545617783,0.021611029,0.607779844,0.661200366,1.769919011,0,1368,370,27.0,8,61,1074,37.4,35.1,39.8,402,25.9,24.1,27.4,278,8.6,7.8,9.5,8.3,7.1,9.5,89,10.9,10.0,11.9,117,3.7,3.4,4.0,39,6,251,5,93
1709,31115,618,61,9.870550162,67,10.84142395,56,9.061488673,56,9.061488673,49,7.928802589,88,14.2394822,127,20.55016181,81,13.10679612,33,5.339805825,608,98.38187702,7,1.132686084,2,0.323624596,1,0.161812298,0,0.0,0,0.0,618,13,0,9.8,13.1,-3.3,0.0,24.5,24.5,10,163,181,107,2.2,35.4,39.3,23.2,105,17.1,28.1,24.7,47797,42431,53163,395,383,12,3.0,47797,80.0,239.2,214.5,88.2,80.3,6.8,6.2,0.33474354,0.26331023,0.029790573,0.286373899,0.403614221,0.879302409,0,537,172,32.0,31,115,501,47.5,44.9,50.0,238,36.2,34.2,38.3,181,8.8,7.9,9.7,8.0,6.8,9.2,40,12.7,11.6,13.9,64,3.5,3.3,3.8,18,6,1090,27,44
2849,51065,26783,2663,9.942874211,3143,11.73505582,2923,10.91363925,3424,12.7842288,3412,12.73942426,3846,14.35985513,3623,13.52723743,2558,9.550834485,1191,4.446850614,21681,80.95060299,4082,15.24101109,100,0.373371168,214,0.7990143,18,0.06720681,688,2.568793638,26783,366,1252,9.1,7.9,1.2,-0.3,12.9,12.6,1714,4610,6201,6597,9.0,24.1,32.4,34.5,1749,6.9,9.0,8.0,73463,66748,80178,13553,13214,339,2.5,73463,101.2,263.2,231.8,90.3,81.7,7.3,6.3,14.08061862,6.60952665,0.301862302,13.35740685,11.72546379,36.95297678,0,26109,6641,25.4,51,65,21506,43.6,41.5,45.8,9373,33.6,32.0,35.2,7226,6.8,6.1,7.5,6.9,5.9,8.1,1486,10.7,9.9,11.6,2305,2.9,2.7,3.1,622,4,1699,46,1465
963,20155,62342,7258,11.64223156,8318,13.34252992,7612,12.21006705,7605,12.19883866,6933,11.12091367,7848,12.58862404,8170,13.10512977,4991,8.00583876,3607,5.78582657,57786,92.69192519,2088,3.349266947,545,0.874210003,341,0.546982772,38,0.060954092,1544,2.476660999,62342,-346,3115,10.4,11.2,-0.8,0.4,-5.1,-4.7,5247,12061,17042,8881,12.1,27.9,39.4,20.5,7266,12.3,15.4,13.1,49341,46328,52354,29916,28841,1075,3.6,49341,84.9,227.6,206.5,88.0,80.5,6.8,6.3,35.15898616,17.81502831,2.976308816,25.80181384,38.30659333,81.64507566,20,63360,15902,25.1,20,155,48373,46.2,44.2,48.0,22330,37.1,35.6,38.6,17946,8.4,7.6,9.2,8.7,7.5,10.1,4189,13.1,12.1,14.2,6350,3.3,3.1,3.6,1609,5,670,16,4056
